from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022021482131001,9022021482131002,1,,217990000039451298,217990000039449071
9022021482060001,9022021482060001,1,,217990000039049144,217990000039062064
9022021482060001,9022021482060001,1,,217990000039049122,217990000039350542
9022021483277002,9022021483277002,1,,217990000038477789,217990000036148962
9022021483277002,9022021483277002,1,,217990000038478011,217990000034926208
9022021483234001,9022021483234002,1,,217990000036148574,217990000036151339
9022021483277002,9022021483277002,1,,217990000038477715,217990000034926400
9022021483277002,9022021483277002,1,,217990000038477863,217990000034926064
9022021483277002,9022021483277002,1,,217990000038477900,217990000036149011
9022021483277002,9022021483277002,1,,217990000038477937,217990000036149060
9022021483277002,9022021483277002,1,,217990000038477752,217990000034926448
9022021483277002,9022021483277002,1,,217990000038477974,217990000034926160
9022021483277002,9022021483277002,1,,217990000038477826,217990000034926256
9022021483277002,9022021483277002,1,,217990000040107355,217990000040107727
9022021483277002,9022021483277002,1,,217990000040107133,217990000040108019
9022021483277002,9022021483277002,1,,217990000040107170,217990000040107971
9022021483277002,9022021483277002,1,,217990000040107244,217990000040107583
9022021483277002,9022021483277002,1,,217990000040107318,217990000040107679
9022021483277002,9022021483277002,1,,217990000040107207,217990000040107775
9022021483277002,9022021483277002,1,,217990000040107281,217990000040107631
9022021483234001,9022021483234002,1,,217990000039732324,217990000039350860
9022021483234002,9022021483234001,1,,217990000036150821,217990000038477900
9022021483234002,9022021483234002,1,,217990000036150945,217990000034926064
9022021483318002,9022021483318001,1,,217990000039259035,217990000039041205
9022021483318002,9022021483318001,1,,217990000039351827,217990000036406499
9022021483318002,9022021483318001,1,,217990000039351647,217990000039041164
9022021483318002,9022021483318001,1,,217990000039351778,217990000039041164
9022021483318002,9022021483318001,1,,217990000039259200,217990000039351882
9022021483318002,9022021483318001,1,,217990000039259200,217990000039351933
9022021483318002,9022021483318001,1,,217990000039259250,217990000036406527
9022021483318002,9022021483318001,1,,217990000039351605,217990000039041123
9022021483318002,9022021483318001,1,,217990000039351689,217990000036406499
9022021483318002,9022021483318001,1,,217990000039351731,217990000039041123
9022021421065002,9022021421065002,1,,217990000039259998,217990000039259564
9022021421065002,9022021421065002,1,,217990000039260066,217990000039259633
9022021421065002,9022021421065002,1,,217990000039352323,217990000039259564
9022021421065002,9022021421065002,1,,217990000039259934,217990000039259796
9022021421065002,9022021421065001,1,,217990000039260128,217990000039259687
9022021421065002,9022021421065001,1,,217990000039260128,217990000039352253
9022021461095001,9022021461095002,1,,217990000038483036,217990000039176566
9022021461095001,9022021461095002,1,,217990000040104968,217990000040105787
9022021481350002,9022021481350002,1,,217990000034510251,217990000035239427
9022021481350002,9022021481350002,1,,217990000034510251,217990000040313298
9022021481350002,9022021481350002,1,,217990000034510269,217990000036258336
9022021481350002,9022021481350002,1,,217990000034510323,217990000035239465
9022021481350002,9022021481350002,1,,217990000034510323,217990000040313336
9022021481350002,9022021481350002,1,,217990000034510341,217990000036258376
9022021481350002,9022021481350002,1,,217990000034510395,217990000035239503
9022021481350002,9022021481350002,1,,217990000034510395,217990000040313374
9022021481350002,9022021481350002,1,,217990000034510485,217990000036258456
9022021481350002,9022021481350002,1,,217990000034510557,217990000036258496
9022021481350002,9022021481350002,1,,217990000034510593,217990000036258516
9022021481350002,9022021481350002,1,,217990000034510647,217990000035239636
9022021481350002,9022021481350002,1,,217990000034510647,217990000040313507
9022021481350002,9022021481350002,1,,217990000034510701,217990000036258576
9022021481350002,9022021481350002,1,,217990000034510863,217990000035239750
9022021481350002,9022021481350002,1,,217990000034510863,217990000040313621
9022021481350002,9022021481350002,1,,217990000034510881,217990000036258676
9022021481350002,9022021481350002,1,,217990000034510971,217990000035239807
9022021481350002,9022021481350002,1,,217990000034510971,217990000040313678
9022021481350002,9022021481350002,1,,217990000034511025,217990000036258756
9022021481350002,9022021481350002,1,,217990000034511043,217990000035239845
9022021481350002,9022021481350002,1,,217990000034511043,217990000040313716
9022021481350002,9022021481350002,1,,217990000034511061,217990000036258776
9022021481350002,9022021481350002,1,,217990000034511151,217990000035239921
9022021481350002,9022021481350002,1,,217990000034511151,217990000040313792
9022021481350002,9022021481350002,1,,217990000034511187,217990000035239959
9022021481350002,9022021481350002,1,,217990000034511187,217990000040313830
9022021481350002,9022021481350002,1,,217990000034510287,217990000035239446
9022021481350002,9022021481350002,1,,217990000034510287,217990000040313317
9022021481350002,9022021481350002,1,,217990000034510359,217990000035239484
9022021481350002,9022021481350002,1,,217990000034510359,217990000040313355
9022021481350002,9022021481350002,1,,217990000034510467,217990000035239541
9022021481350002,9022021481350002,1,,217990000034510467,217990000040313412
9022021481350002,9022021481350002,1,,217990000034510521,217990000036258476
9022021481350002,9022021481350002,1,,217990000034510611,217990000035239617
9022021481350002,9022021481350002,1,,217990000034510611,217990000040313488
9022021481350002,9022021481350002,1,,217990000034510629,217990000036258536
9022021481350002,9022021481350002,1,,217990000034510665,217990000036258556
9022021481350002,9022021481350002,1,,217990000034510737,217990000036258596
9022021481350002,9022021481350002,1,,217990000034510773,217990000036258616
9022021481350002,9022021481350002,1,,217990000034510791,217990000035239712
9022021481350002,9022021481350002,1,,217990000034510791,217990000040313583
9022021481350002,9022021481350002,1,,217990000034510809,217990000036258636
9022021481350002,9022021481350002,1,,217990000034510845,217990000036258656
9022021481350002,9022021481350002,1,,217990000034511079,217990000035239864
9022021481350002,9022021481350002,1,,217990000034511079,217990000040313735
9022021481350002,9022021481350002,1,,217990000034510233,217990000036258316
9022021481350002,9022021481350002,1,,217990000034510413,217990000036258416
9022021481350002,9022021481350002,1,,217990000034510431,217990000035239522
9022021481350002,9022021481350002,1,,217990000034510431,217990000040313393
9022021481350002,9022021481350002,1,,217990000034510683,217990000035239655
9022021481350002,9022021481350002,1,,217990000034510683,217990000040313526
9022021481350002,9022021481350002,1,,217990000034510719,217990000035239674
9022021481350002,9022021481350002,1,,217990000034510719,217990000040313545
9022021481350002,9022021481350002,1,,217990000034510755,217990000035239693
9022021481350002,9022021481350002,1,,217990000034510755,217990000040313564
9022021481350002,9022021481350002,1,,217990000034510917,217990000036258696
9022021481350002,9022021481350002,1,,217990000034510935,217990000035239788
9022021481350002,9022021481350002,1,,217990000034510935,217990000040313659
9022021481350002,9022021481350002,1,,217990000034511007,217990000035239826
9022021481350002,9022021481350002,1,,217990000034511007,217990000040313697
9022021481350002,9022021481350002,1,,217990000034511097,217990000036258796
9022021481350002,9022021481350002,1,,217990000034511133,217990000035239902
9022021481350002,9022021481350002,1,,217990000034511133,217990000040313773
9022021481350002,9022021481350002,1,,217990000034511205,217990000035239978
9022021481350002,9022021481350002,1,,217990000034511205,217990000040313849
9022021481350002,9022021481350002,1,,217990000034511241,217990000035240016
9022021481350002,9022021481350002,1,,217990000034511241,217990000040313887
9022021481350002,9022021481350002,1,,217990000034510215,217990000035239408
9022021481350002,9022021481350002,1,,217990000034510215,217990000040313279
9022021481350002,9022021481350002,1,,217990000034510305,217990000036258356
9022021481350002,9022021481350002,1,,217990000034510377,217990000036258396
9022021481350002,9022021481350002,1,,217990000034510449,217990000036258436
9022021481350002,9022021481350002,1,,217990000034510503,217990000035239560
9022021481350002,9022021481350002,1,,217990000034510503,217990000040313431
9022021481350002,9022021481350002,1,,217990000034510539,217990000035239579
9022021481350002,9022021481350002,1,,217990000034510539,217990000040313450
9022021481350002,9022021481350002,1,,217990000034510575,217990000035239598
9022021481350002,9022021481350002,1,,217990000034510575,217990000040313469
9022021481350002,9022021481350002,1,,217990000034510827,217990000035239731
9022021481350002,9022021481350002,1,,217990000034510827,217990000040313602
9022021481350002,9022021481350002,1,,217990000034510899,217990000035239769
9022021481350002,9022021481350002,1,,217990000034510899,217990000040313640
9022021481350002,9022021481350002,1,,217990000034510953,217990000036258716
9022021481350002,9022021481350002,1,,217990000034510989,217990000036258736
9022021481350002,9022021481350002,1,,217990000034511115,217990000035239883
9022021481350002,9022021481350002,1,,217990000034511115,217990000040313754
9022021481350002,9022021481350002,1,,217990000034511169,217990000035239940
9022021481350002,9022021481350002,1,,217990000034511169,217990000040313811
9022021481350002,9022021481350002,1,,217990000034511223,217990000035239997
9022021481350002,9022021481350002,1,,217990000034511223,217990000040313868
9022021481167001,9022021481167001,1,,217990000035239446,217990000036357032
9022021481167001,9022021481167001,1,,217990000035239408,217990000036356986
9022021481167001,9022021481167001,1,,217990000035239465,217990000036357055
9022021481167001,9022021481167001,1,,217990000035239522,217990000036357124
9022021481167001,9022021481167001,1,,217990000035239560,217990000036357170
9022021481167001,9022021481167001,1,,217990000035239579,217990000036357193
9022021481167001,9022021481167001,1,,217990000035239712,217990000036357354
9022021481167001,9022021481167001,1,,217990000035239731,217990000036357377
9022021481167001,9022021481167001,1,,217990000035239940,217990000036357630
9022021481167001,9022021481167001,1,,217990000036258356,217990000036437196
9022021481167001,9022021481167001,1,,217990000036258456,217990000036437316
9022021481167001,9022021481167001,1,,217990000036258536,217990000036437412
9022021481167001,9022021481167001,1,,217990000036258556,217990000036437436
9022021481167001,9022021481167001,1,,217990000036258576,217990000036437460
9022021481167001,9022021481167001,1,,217990000036258616,217990000036437508
9022021481167001,9022021481167001,1,,217990000036258636,217990000036437532
9022021481167001,9022021481167001,1,,217990000036258716,217990000036437628
9022021481167001,9022021481167001,1,,217990000036258736,217990000036437652
9022021481167001,9022021481167001,1,,217990000036258776,217990000036437700
9022021481167001,9022021481167001,1,,217990000035239541,217990000036357147
9022021481167001,9022021481167001,1,,217990000035239598,217990000036357216
9022021481167001,9022021481167001,1,,217990000035239636,217990000036357262
9022021481167001,9022021481167001,1,,217990000035239883,217990000036357561
9022021481167001,9022021481167001,1,,217990000035239902,217990000036357584
9022021481167001,9022021481167001,1,,217990000035239959,217990000036357653
9022021481167001,9022021481167001,1,,217990000035239978,217990000036357676
9022021481167001,9022021481167001,1,,217990000035239674,217990000036357308
9022021481167001,9022021481167001,1,,217990000035239807,217990000036357469
9022021481167001,9022021481167001,1,,217990000035239826,217990000036357492
9022021481167001,9022021481167001,1,,217990000035239845,217990000036357515
9022021481167001,9022021481167001,1,,217990000035239864,217990000036357538
9022021481167001,9022021481167001,1,,217990000035239997,217990000036357699
9022021481167001,9022021481167001,1,,217990000035239427,217990000036357009
9022021481167001,9022021481167001,1,,217990000035239484,217990000036357078
9022021481167001,9022021481167001,1,,217990000035239503,217990000036357101
9022021481167001,9022021481167001,1,,217990000035239617,217990000036357239
9022021481167001,9022021481167001,1,,217990000035239655,217990000036357285
9022021481167001,9022021481167001,1,,217990000035239693,217990000036357331
9022021481167001,9022021481167001,1,,217990000035239750,217990000036357400
9022021481167001,9022021481167001,1,,217990000035239769,217990000036357423
9022021481167001,9022021481167001,1,,217990000035239788,217990000036357446
9022021481167001,9022021481167001,1,,217990000035239921,217990000036357607
9022021481167001,9022021481167001,1,,217990000035240016,217990000036357722
9022021481167001,9022021481167001,1,,217990000036258316,217990000036437148
9022021481167001,9022021481167001,1,,217990000036258396,217990000036437244
9022021481167001,9022021481167001,1,,217990000036258336,217990000036437172
9022021481167001,9022021481167001,1,,217990000036258296,217990000036437124
9022021481167001,9022021481167001,1,,217990000036258416,217990000036437268
9022021481167001,9022021481167001,1,,217990000036258476,217990000036437340
9022021481167001,9022021481167001,1,,217990000036258496,217990000036437364
9022021481167001,9022021481167001,1,,217990000036258656,217990000036437556
9022021481167001,9022021481167001,1,,217990000036258696,217990000036437604
9022021481167001,9022021481167001,1,,217990000036258756,217990000036437676
9022021481167001,9022021481167001,1,,217990000036258376,217990000036437220
9022021481167001,9022021481167001,1,,217990000036258436,217990000036437292
9022021481167001,9022021481167001,1,,217990000036258516,217990000036437388
9022021481167001,9022021481167001,1,,217990000036258596,217990000036437484
9022021481167001,9022021481167001,1,,217990000036258676,217990000036437580
9022021481167001,9022021481167001,1,,217990000036258796,217990000036437724
9022021481167001,9022021481167001,1,,217990000040313279,217990000036356986
9022021481167001,9022021481167001,1,,217990000040313545,217990000036357308
9022021481167001,9022021481167001,1,,217990000040313564,217990000036357331
9022021481167001,9022021481167001,1,,217990000040313735,217990000036357538
9022021481167001,9022021481167001,1,,217990000040313773,217990000036357584
9022021481167001,9022021481167001,1,,217990000040313792,217990000036357607
9022021481167001,9022021481167001,1,,217990000040313811,217990000036357630
9022021481167001,9022021481167001,1,,217990000040313849,217990000036357676
9022021481167001,9022021481167001,1,,217990000040313298,217990000036357009
9022021481167001,9022021481167001,1,,217990000040313355,217990000036357078
9022021481167001,9022021481167001,1,,217990000040313431,217990000036357170
9022021481167001,9022021481167001,1,,217990000040313469,217990000036357216
9022021481167001,9022021481167001,1,,217990000040313526,217990000036357285
9022021481167001,9022021481167001,1,,217990000040313659,217990000036357446
9022021481167001,9022021481167001,1,,217990000040313754,217990000036357561
9022021481167001,9022021481167001,1,,217990000040313317,217990000036357032
9022021481167001,9022021481167001,1,,217990000040313393,217990000036357124
9022021481167001,9022021481167001,1,,217990000040313412,217990000036357147
9022021481167001,9022021481167001,1,,217990000040313507,217990000036357262
9022021481167001,9022021481167001,1,,217990000040313583,217990000036357354
9022021481167001,9022021481167001,1,,217990000040313602,217990000036357377
9022021481167001,9022021481167001,1,,217990000040313697,217990000036357492
9022021481167001,9022021481167001,1,,217990000040313716,217990000036357515
9022021481167001,9022021481167001,1,,217990000040313830,217990000036357653
9022021481167001,9022021481167001,1,,217990000040313887,217990000036357722
9022021481167001,9022021481167001,1,,217990000040313336,217990000036357055
9022021481167001,9022021481167001,1,,217990000040313374,217990000036357101
9022021481167001,9022021481167001,1,,217990000040313450,217990000036357193
9022021481167001,9022021481167001,1,,217990000040313488,217990000036357239
9022021481167001,9022021481167001,1,,217990000040313621,217990000036357400
9022021481167001,9022021481167001,1,,217990000040313640,217990000036357423
9022021481167001,9022021481167001,1,,217990000040313678,217990000036357469
9022021481167001,9022021481167001,1,,217990000040313868,217990000036357699
9022021481350001,9022021481350001,1,,217990000036357032,217990000034988932
9022021481350001,9022021481350001,1,,217990000036357032,217990000040306039
9022021481350001,9022021481350001,1,,217990000036357170,217990000034989028
9022021481350001,9022021481350001,1,,217990000036357170,217990000040306135
9022021481350001,9022021481350001,1,,217990000036357193,217990000034989044
9022021481350001,9022021481350001,1,,217990000036357193,217990000040306151
9022021481350001,9022021481350001,1,,217990000036357239,217990000034989076
9022021481350001,9022021481350001,1,,217990000036357239,217990000040306183
9022021481350001,9022021481350001,1,,217990000036357354,217990000034989156
9022021481350001,9022021481350001,1,,217990000036357354,217990000040306263
9022021481350001,9022021481350001,1,,217990000036357469,217990000034989236
9022021481350001,9022021481350001,1,,217990000036357469,217990000040306343
9022021481350001,9022021481350001,1,,217990000036357492,217990000034989252
9022021481350001,9022021481350001,1,,217990000036357492,217990000040306359
9022021481350001,9022021481350001,1,,217990000036357515,217990000034989268
9022021481350001,9022021481350001,1,,217990000036357515,217990000040306375
9022021481350001,9022021481350001,1,,217990000036357584,217990000034989316
9022021481350001,9022021481350001,1,,217990000036357584,217990000040306423
9022021481350001,9022021481350001,1,,217990000036357630,217990000034989348
9022021481350001,9022021481350001,1,,217990000036357630,217990000040306455
9022021481350001,9022021481350001,1,,217990000036357699,217990000034989396
9022021481350001,9022021481350001,1,,217990000036357699,217990000040306503
9022021481350001,9022021481350001,1,,217990000036437172,217990000036271233
9022021481350001,9022021481350001,1,,217990000036437196,217990000036271250
9022021481350001,9022021481350001,1,,217990000036437268,217990000036271301
9022021481350001,9022021481350001,1,,217990000036437412,217990000036271403
9022021481350001,9022021481350001,1,,217990000036437460,217990000036271437
9022021481350001,9022021481350001,1,,217990000036437628,217990000036271556
9022021481350001,9022021481350001,1,,217990000036356986,217990000034988900
9022021481350001,9022021481350001,1,,217990000036356986,217990000040306007
9022021481350001,9022021481350001,1,,217990000036357101,217990000034988980
9022021481350001,9022021481350001,1,,217990000036357101,217990000040306087
9022021481350001,9022021481350001,1,,217990000036357147,217990000034989012
9022021481350001,9022021481350001,1,,217990000036357147,217990000040306119
9022021481350001,9022021481350001,1,,217990000036357262,217990000034989092
9022021481350001,9022021481350001,1,,217990000036357262,217990000040306199
9022021481350001,9022021481350001,1,,217990000036357331,217990000034989140
9022021481350001,9022021481350001,1,,217990000036357331,217990000040306247
9022021481350001,9022021481350001,1,,217990000036357400,217990000034989188
9022021481350001,9022021481350001,1,,217990000036357400,217990000040306295
9022021481350001,9022021481350001,1,,217990000036357676,217990000034989380
9022021481350001,9022021481350001,1,,217990000036357676,217990000040306487
9022021481350001,9022021481350001,1,,217990000036437316,217990000036271335
9022021481350001,9022021481350001,1,,217990000036437484,217990000036271454
9022021481350001,9022021481350001,1,,217990000036437532,217990000036271488
9022021481350001,9022021481350001,1,,217990000036437580,217990000036271522
9022021481350001,9022021481350001,1,,217990000036357124,217990000034988996
9022021481350001,9022021481350001,1,,217990000036357124,217990000040306103
9022021481350001,9022021481350001,1,,217990000036357285,217990000034989108
9022021481350001,9022021481350001,1,,217990000036357285,217990000040306215
9022021481350001,9022021481350001,1,,217990000036357423,217990000034989204
9022021481350001,9022021481350001,1,,217990000036357423,217990000040306311
9022021481350001,9022021481350001,1,,217990000036357446,217990000034989220
9022021481350001,9022021481350001,1,,217990000036357446,217990000040306327
9022021481350001,9022021481350001,1,,217990000036357722,217990000034989412
9022021481350001,9022021481350001,1,,217990000036357722,217990000040306519
9022021481350001,9022021481350001,1,,217990000036437124,217990000036271199
9022021481350001,9022021481350001,1,,217990000036437340,217990000036271352
9022021481350001,9022021481350001,1,,217990000036437388,217990000036271386
9022021481350001,9022021481350001,1,,217990000036437508,217990000036271471
9022021481350001,9022021481350001,1,,217990000036437556,217990000036271505
9022021481350001,9022021481350001,1,,217990000036437604,217990000036271539
9022021481350001,9022021481350001,1,,217990000036437652,217990000036271573
9022021481350001,9022021481350001,1,,217990000036437676,217990000036271590
9022021481350001,9022021481350001,1,,217990000036357009,217990000034988916
9022021481350001,9022021481350001,1,,217990000036357009,217990000040306023
9022021481350001,9022021481350001,1,,217990000036357055,217990000034988948
9022021481350001,9022021481350001,1,,217990000036357055,217990000040306055
9022021481350001,9022021481350001,1,,217990000036357078,217990000034988964
9022021481350001,9022021481350001,1,,217990000036357078,217990000040306071
9022021481350001,9022021481350001,1,,217990000036357216,217990000034989060
9022021481350001,9022021481350001,1,,217990000036357216,217990000040306167
9022021481350001,9022021481350001,1,,217990000036357308,217990000034989124
9022021481350001,9022021481350001,1,,217990000036357308,217990000040306231
9022021481350001,9022021481350001,1,,217990000036357377,217990000034989172
9022021481350001,9022021481350001,1,,217990000036357377,217990000040306279
9022021481350001,9022021481350001,1,,217990000036357538,217990000034989284
9022021481350001,9022021481350001,1,,217990000036357538,217990000040306391
9022021481350001,9022021481350001,1,,217990000036357561,217990000034989300
9022021481350001,9022021481350001,1,,217990000036357561,217990000040306407
9022021481350001,9022021481350001,1,,217990000036357607,217990000034989332
9022021481350001,9022021481350001,1,,217990000036357607,217990000040306439
9022021481350001,9022021481350001,1,,217990000036357653,217990000034989364
9022021481350001,9022021481350001,1,,217990000036357653,217990000040306471
9022021481350001,9022021481350001,1,,217990000036437148,217990000036271216
9022021481350001,9022021481350001,1,,217990000036437220,217990000036271267
